capacity_id,service_id,date,cpu_utilization_pct,memory_utilization_pct,storage_utilization_pct,active_connections,request_volume,service_name,service_tier,team_owner,sla_uptime_target_pct,month
2907,SRV-003,2026-06-13,63.5,60.65,38.95,3688,32758,EHR,critical,Clinical Systems,99.9,2026-06
2908,SRV-004,2026-06-13,34.94,38.95,40.34,417,3072,Appointment Scheduling,standard,Patient Experience,99.5,2026-06
2909,SRV-005,2026-06-13,59.58,67.89,41.9,2403,22234,Billing Engine,critical,Revenue Cycle,99.9,2026-06
2910,SRV-006,2026-06-13,39.87,33.14,44.89,521,4806,Lab Results API,standard,Integration,99.5,2026-06
2911,SRV-007,2026-06-13,39.3,40.1,39.55,702,4142,Notification Service,low,Platform,99.0,2026-06
2912,SRV-008,2026-06-13,54.89,68.08,43.66,2339,12572,Authentication Service,critical,Security,99.9,2026-06
2913,SRV-001,2026-06-14,29.45,42.09,41.53,454,3386,Patient Portal,standard,Patient Experience,99.5,2026-06
2914,SRV-002,2026-06-14,49.8,59.79,42.56,3105,17295,Claims Processing,critical,Revenue Cycle,99.9,2026-06
2915,SRV-003,2026-06-14,58.22,62.35,38.76,2689,26083,EHR,critical,Clinical Systems,99.9,2026-06
2916,SRV-004,2026-06-14,42.92,31.13,45.31,780,4630,Appointment Scheduling,standard,Patient Experience,99.5,2026-06
2917,SRV-005,2026-06-14,68.16,75.43,48.56,3918,19862,Billing Engine,critical,Revenue Cycle,99.9,2026-06
2918,SRV-006,2026-06-14,42.39,34.75,45.16,663,3571,Lab Results API,standard,Integration,99.5,2026-06
2919,SRV-007,2026-06-14,22.33,29.61,41.49,759,3868,Notification Service,low,Platform,99.0,2026-06
2920,SRV-008,2026-06-14,66.63,59.13,38.11,3656,18999,Authentication Service,critical,Security,99.9,2026-06
